filename;code_placette;gradient;timestamp;date;heure;hour;periode;mois;Annot;Quality;chunk;Avion;Rain;Silence;Gust;Wind;Bells;Car;Helico;Workers;Traffic;Voices;Taps;Overshoot;Saturated;Water;Moto;???;Tracteur;Honk;Music;Autre;Chainsaw;SUV;Truck;Shots;Mechanical grip;Engine;trueEngine
ARM1_20220507_190000_000.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_001.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_002.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_003.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_004.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_005.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_006.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_007.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_008.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_009.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_010.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_011.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_012.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_013.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_014.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_015.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_016.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_017.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;18;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_018.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220507_190000_019.wav;ARM1;ARM;07/05/2022 19:00;07/05/2022;19:00:00;19;soir;mai;1;;20;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_000.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_001.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_002.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_003.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_004.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_005.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_006.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_007.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_008.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_009.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_010.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_011.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_012.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_013.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_014.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_015.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_016.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_017.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_018.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220514_211500_019.wav;ARM1;ARM;14/05/2022 21:15;14/05/2022;21:15:00;21;soir;mai;2;;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_000.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_001.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_002.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_003.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_004.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_005.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_006.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_007.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;8;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_008.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_009.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;10;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_010.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_011.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;12;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_012.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;13;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_013.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;14;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_014.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;15;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_015.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;16;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_016.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;17;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_017.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;18;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_018.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;19;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220519_061500_019.wav;ARM1;ARM;19/05/2022 06:15;19/05/2022;06:15:00;6;matin;mai;1;;20;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_000.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_001.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_002.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_003.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_004.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_005.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_006.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_007.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_008.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_009.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_010.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_011.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_012.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARM1_20220520_043000_013.wav;ARM1;ARM;20/05/2022 04:30;20/05/2022;04:30:00;4;nuit;mai;1;;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
